embalaje,largo,ancho,alto,peso,procedencia,temperatura,manipulacion,protocolo
C,41.83878565357505,68.09814379743051,64.5633048557912,22.43362144631001,D,ambiente,normal,protocolo_2
C,43.04785369512425,27.970668606248783,65.72561743322206,28.739247761092813,B,ambiente,normal,protocolo_2
A,60.915998187935145,62.83406450041774,63.760836439030165,19.716081608539803,A,ambiente,normal,protocolo_2
A,49.14856571630129,33.682457227490815,56.67956133646276,20.075098713091666,C,ambiente,normal,protocolo_2
A,91.35162420355755,66.5149742509958,51.60581572820964,24.281133109852625,A,ambiente,normal,protocolo_2
A,65.95510185087673,70.44206359547054,50.751555453064945,33.943155549676945,B,refrigerado,fragil,protocolo_1
A,66.6944868266073,41.11291077584533,21.36646845010847,30.46930704226917,B,ambiente,fragil,protocolo_1
A,74.2143419986833,52.05788027117776,41.47925081669258,32.01781331882151,A,ambiente,normal,protocolo_2
B,33.35457575863839,66.37690514217725,65.2835558069976,25.471162929368433,B,ambiente,fragil,protocolo_1
A,63.289403756945376,62.23363993526878,75.21664458867124,27.932624028762312,B,ambiente,fragil,protocolo_1
B,68.98165167323147,37.92336128850016,47.03798231664954,31.060754726368117,B,ambiente,normal,protocolo_2
B,43.79577012480859,43.546771214107316,43.133694425391944,27.873995204683993,B,ambiente,normal,protocolo_2
C,50.375099428916755,44.192232579679114,62.81968859139407,20.89834073902629,D,ambiente,normal,protocolo_2
C,61.86605264179261,46.390527819748876,53.927055565143924,23.507480487391035,A,ambiente,fragil,protocolo_1
B,75.2723645990772,43.77774045808465,54.97030955403351,30.17121975062254,A,ambiente,fragil,protocolo_1
A,65.38370931491352,60.38575075267361,52.80961877989317,28.55472065540335,A,ambiente,fragil,protocolo_1
B,67.37873674516248,38.35957611848027,42.703965332833945,27.02442900569751,D,ambiente,normal,protocolo_2
C,42.22875318998398,61.41877915246994,64.0770424754659,18.651003841868587,A,ambiente,normal,protocolo_2
B,49.52020867886583,76.52821493611928,69.57250824280405,31.447737369389515,C,ambiente,normal,protocolo_2
A,45.5706600635554,38.22100733132653,34.822098565592036,20.31809450477843,A,ambiente,fragil,protocolo_1
B,80.20269656343552,47.32773366617037,50.66122247319622,33.27914910249825,B,refrigerado,fragil,protocolo_1
C,45.13592915595384,40.1003159518005,46.23934348129379,19.589197911198752,C,ambiente,normal,protocolo_2
C,34.06078945288155,49.96952666804886,27.813804936577927,20.471331665648243,C,ambiente,normal,protocolo_2
C,50.526773834520796,55.34190678597333,37.44061508644407,31.060787463584766,D,ambiente,normal,protocolo_2
B,48.74570847896277,43.552753620574855,37.14963602858757,34.83107118222128,B,ambiente,normal,protocolo_2
B,34.94530734515193,43.95517571216624,53.30135547639026,28.439890933179143,D,ambiente,normal,protocolo_2
B,60.25087891520639,61.775573332089,50.545811914962755,30.023708293068612,D,refrigerado,fragil,protocolo_1
C,64.37479317579732,50.311236960415364,58.485560650102855,25.37231605952846,B,ambiente,normal,protocolo_2
A,81.65695956785494,67.12300818926389,52.41293920917225,22.7398302744984,A,ambiente,normal,protocolo_2
B,51.315934789004544,39.6356679346459,50.64731296195074,23.568623663683326,C,refrigerado,fragil,protocolo_1
C,44.4584764972939,26.598567527963127,56.56563046741485,25.139641986729004,A,ambiente,normal,protocolo_2
A,52.66092554657603,42.06793259713903,52.585196781716036,20.87326666290272,A,ambiente,normal,protocolo_2
A,53.87038835637834,42.41406889542319,72.48485155178452,32.62318322508763,B,ambiente,normal,protocolo_2
B,64.53028929916601,35.802533676868904,70.50638500555847,35.64044049338314,B,ambiente,normal,protocolo_2
B,58.666918414819335,45.49962917231467,69.30091721275701,19.03650812492197,C,ambiente,normal,protocolo_2
A,53.54852032228936,45.521610818615585,72.15431177495208,24.043327228456146,C,ambiente,normal,protocolo_2
C,30.06815725108001,54.67875806977087,35.73354227495517,24.83287601238045,D,ambiente,normal,protocolo_2
A,63.57661650288023,45.69523965024532,52.62761651894558,20.71902892064656,A,ambiente,normal,protocolo_2
C,45.523038598920685,42.31097277670726,58.5113465611254,22.45255528822918,B,ambiente,normal,protocolo_2
A,58.762926454798,49.92913447365128,47.172356170785065,33.36883448779609,C,refrigerado,fragil,protocolo_1
A,41.70937444670151,18.646855998783984,37.80267744284905,25.518023575514043,A,refrigerado,fragil,protocolo_1
B,49.39663127559266,37.32485782958943,62.39828844943992,28.40879736931207,B,ambiente,normal,protocolo_2
C,18.552599812909815,43.71207980313365,56.884456212007194,27.999140100233816,A,refrigerado,fragil,protocolo_1
C,38.841757437442716,48.94052494982475,44.386672784116584,29.777064365239333,B,refrigerado,fragil,protocolo_1
C,55.55903584508619,66.81055832658029,48.720439048510165,21.16215400652441,B,refrigerado,fragil,protocolo_1
A,51.53953288852389,37.81277982392572,52.554289847163126,30.473148791498872,A,ambiente,normal,protocolo_2
C,57.82838465410272,74.07591583060997,42.853245128669585,24.76439686961126,A,refrigerado,fragil,protocolo_1
B,46.78901553816309,79.59113695042612,62.602078167299055,29.737866958422938,A,ambiente,normal,protocolo_2
C,50.50613465883251,46.758223920920194,32.55618816709748,27.216112953059632,C,ambiente,normal,protocolo_2
A,48.867489986437306,79.79785474598856,59.49382374406991,29.281404932759212,B,ambiente,normal,protocolo_2
C,49.63939209113148,48.82943959186991,72.76642041393275,20.800388701060825,A,ambiente,normal,protocolo_2
B,40.712229229870005,44.10752454106109,54.81948850113722,31.791696085927413,A,ambiente,normal,protocolo_2
C,57.6210030907666,54.09415722992084,31.399859458268146,27.779488906068785,C,ambiente,fragil,protocolo_1
A,38.402601138682066,21.34225833582351,39.66263765968077,20.447265320340925,A,ambiente,normal,protocolo_2
C,59.64785229894852,45.793050833403996,34.50640363318168,23.936659146127788,C,ambiente,fragil,protocolo_1
C,52.1491335583344,56.19695863253103,59.19638167931504,19.169026428832616,B,ambiente,normal,protocolo_2
C,61.73869918563445,56.70522568688096,18.181645242105027,25.04151163395848,C,ambiente,normal,protocolo_2
C,43.9123842434948,29.533546796564107,48.89576400932107,20.177035071863777,A,ambiente,normal,protocolo_2
B,49.81777371045009,60.83308004352878,41.80884568644801,19.75359916712042,B,refrigerado,fragil,protocolo_1
B,29.035465866281797,9.16592054483798,64.60253931700686,17.803119172713828,D,refrigerado,fragil,protocolo_1
C,44.80962639353648,30.195453601906213,81.75931338157045,29.764742230028137,B,ambiente,normal,protocolo_2
C,29.500231965228295,25.403962612079454,53.039760635242445,29.768249280482237,C,refrigerado,fragil,protocolo_1
B,43.17907749911533,84.9086769784366,40.1797422574985,21.28939799217234,D,ambiente,normal,protocolo_2
A,57.235679080285216,30.33114952817456,80.25934304462659,18.40889563298627,C,ambiente,normal,protocolo_2
A,81.8681943994401,71.66086628167292,34.528407151639676,23.509361160500514,D,refrigerado,fragil,protocolo_1
A,49.044587116657645,71.6370564031604,56.21548067543702,27.975382302490797,A,refrigerado,fragil,protocolo_1
B,23.177519901185576,47.610435539500386,50.1402688183765,26.297970923733253,D,ambiente,normal,protocolo_2
C,76.27675029537374,45.499116567690415,60.26092086830816,24.995850620941685,C,ambiente,normal,protocolo_2
A,21.016048913021546,24.281490141847943,41.92652158608891,25.969456585172356,C,ambiente,normal,protocolo_2
A,75.8870842323136,74.08862412562421,35.07208799463399,26.70748357830907,C,ambiente,fragil,protocolo_1
A,29.67129136893023,63.80830139179617,31.32937351782276,20.48101161178903,B,ambiente,fragil,protocolo_1
B,57.02683045118007,16.535619257199855,40.578227136158,32.26171541457806,A,ambiente,normal,protocolo_2
B,29.081748466844374,48.7929060027219,41.17635133021085,27.101043451798528,B,refrigerado,fragil,protocolo_1
B,79.00585551179255,59.67489530135531,62.54131016866182,24.948671679187964,B,refrigerado,fragil,protocolo_1
C,33.647797409159494,81.59302033644852,75.89405670435555,23.553790472156262,A,refrigerado,fragil,protocolo_1
B,80.2985668121209,50.79186118739501,43.939895750683725,33.01030740910957,B,ambiente,normal,protocolo_2
B,34.64439894219828,50.605375423222576,52.63674224550221,32.18012701594197,C,ambiente,normal,protocolo_2
C,40.707546282626524,70.08055157415481,53.943829987181225,24.747284996356363,D,ambiente,normal,protocolo_2
C,59.83359735631851,74.8915249416962,51.687766091496364,26.205937447827115,D,ambiente,normal,protocolo_2
C,43.98262012398432,38.352759906556905,32.15844470197236,21.33341781555799,C,refrigerado,fragil,protocolo_1
C,51.39430810475354,61.76492733861469,48.02053295838831,31.431447425767246,D,ambiente,normal,protocolo_2
B,68.1577774631975,44.4883070065947,50.13893919064902,30.439301713145476,C,ambiente,normal,protocolo_2
C,81.82842898482279,33.76977077572653,40.88297149512996,21.85572994556882,B,ambiente,normal,protocolo_2
A,75.66359437474344,37.162335827337735,37.552743961016546,17.525541562638846,B,ambiente,normal,protocolo_2
C,45.23908252878546,42.98384247411496,52.913970505867994,21.193075007257317,A,ambiente,normal,protocolo_2
C,18.252942722733582,55.71399825591799,53.25218186702441,17.752773162415536,A,ambiente,fragil,protocolo_1
C,48.429378277926205,28.01335149275948,66.0194797734979,26.618083379687477,C,refrigerado,fragil,protocolo_1
A,66.38956016163792,41.05321266849005,41.529433110835974,26.847587752207424,C,refrigerado,fragil,protocolo_1
A,50.65676303446164,42.744260287219696,52.9982223131696,28.374790583418417,B,refrigerado,fragil,protocolo_1
B,50.59331290061843,29.330511497371866,53.860489312134,24.44010081374174,C,ambiente,normal,protocolo_2
C,49.64275863412791,42.360100891791454,39.57522737259941,26.78896254884925,D,ambiente,normal,protocolo_2
B,64.98808612590732,58.01626775420447,40.916813675537306,34.80440163686229,D,ambiente,normal,protocolo_2
B,66.57630381657422,54.90771534591019,30.130227362180843,27.983702466645788,D,refrigerado,fragil,protocolo_1
C,22.068748360474103,22.737629943584093,32.5447416282691,28.930168353441438,C,ambiente,normal,protocolo_2
B,56.61566029937078,55.49484552259159,54.679011075708665,24.83770134796497,B,ambiente,fragil,protocolo_1
C,64.98323189630085,61.45018733920131,52.26856961508679,33.58680888424418,C,ambiente,fragil,protocolo_1
C,37.49773303803034,20.98780949082032,59.11754693391842,28.230015014781443,D,ambiente,normal,protocolo_2
A,55.84505141141218,14.56813009593953,50.98746674291132,26.45523720786846,C,ambiente,normal,protocolo_2
A,12.111417158307333,50.37764101255334,43.924073176089365,19.30062358817881,D,refrigerado,fragil,protocolo_1
C,72.1433766935792,56.87087727090705,26.185670302534298,27.887899881106375,D,ambiente,fragil,protocolo_1
A,42.69982764847826,60.40531371561884,10.484239220035619,26.185483406017216,C,ambiente,normal,protocolo_2
C,57.63958482788855,55.91578445230862,61.36389847683014,27.37185712840671,D,ambiente,fragil,protocolo_1
A,78.59795612898046,66.14514748193072,47.28275559403084,25.256416203601347,A,ambiente,normal,protocolo_2
A,73.35819944805037,56.296626663917635,39.601815338552804,21.711303766917922,A,ambiente,normal,protocolo_2
C,38.022259298471,36.143193795815975,45.771089282434836,25.327085678355417,C,ambiente,normal,protocolo_2
B,57.97088399642318,43.37036485634474,38.19750862321267,16.538336547738307,D,ambiente,normal,protocolo_2
C,45.262499630561564,51.2731179762065,47.92179387743293,28.816341223141514,C,ambiente,normal,protocolo_2
A,48.94118844361102,65.52987579316923,59.89607534066835,21.687280667522167,B,ambiente,normal,protocolo_2
B,38.97759468575538,40.001761937597095,35.1140400439146,22.685958078596787,C,refrigerado,fragil,protocolo_1
C,84.83951482018635,29.900168470079475,52.98494349536322,35.516705650961,A,refrigerado,fragil,protocolo_1
C,47.47125073741628,62.83100198412537,65.44349201273464,19.59692414233183,C,ambiente,fragil,protocolo_1
B,61.687690196517366,70.75213989771493,52.90629482625519,18.283865074336415,D,ambiente,normal,protocolo_2
C,55.12983234306789,52.80330471747783,55.36624609192212,23.927336774738173,C,ambiente,normal,protocolo_2
C,43.27201417778577,67.26833419355845,50.61096467054223,25.10333031433662,D,ambiente,normal,protocolo_2
B,52.52996063107198,44.832646753820725,69.57480091847385,18.578605790792004,B,ambiente,normal,protocolo_2
C,44.741175324280675,63.12466608900654,38.40052097896141,23.918942068084284,D,ambiente,normal,protocolo_2
C,48.74408659372658,59.49348315587494,23.302538528484877,23.840275394637274,A,ambiente,fragil,protocolo_1
A,64.77777239568692,62.04298440517185,62.92276631226589,27.21068198206686,A,ambiente,normal,protocolo_2
C,87.51340894878476,31.83445371401131,61.792102233649004,23.748947486165513,A,ambiente,normal,protocolo_2
A,29.579716436496927,59.01186517061021,45.204593166232975,22.717561293610693,A,ambiente,fragil,protocolo_1
C,46.764063320501705,60.557768625467254,42.46668561127903,26.535368244394252,C,ambiente,normal,protocolo_2
A,49.04937814028854,77.40632967480288,48.78803601442999,33.88354711724216,C,ambiente,normal,protocolo_2
A,38.752914855831655,56.049482647309674,19.35159127836397,26.38361856586501,D,ambiente,normal,protocolo_2
A,46.958980433882246,46.517835948871195,53.532201268129434,30.056632214518903,D,ambiente,normal,protocolo_2
A,24.76075571288956,50.756083793084386,40.06864765354239,30.848794730481586,D,refrigerado,fragil,protocolo_1
A,50.94243568596626,70.24943764093359,58.588403968112765,19.77586772355545,D,ambiente,normal,protocolo_2
C,29.677898178249567,31.510604091445025,51.14172521724967,29.165463619658944,B,ambiente,normal,protocolo_2
C,25.4105870713999,56.44100253935953,23.482358200084636,28.76084053766767,A,ambiente,normal,protocolo_2
B,55.2208995504202,51.96110431320094,49.295862499611935,24.33687996088173,C,ambiente,normal,protocolo_2
C,19.735234032917223,62.038283945800934,68.77947577638078,27.857858688551136,B,ambiente,normal,protocolo_2
B,42.79172845568091,58.76171237714558,59.6858586843659,12.971685068261557,D,ambiente,fragil,protocolo_1
B,45.22557980736654,57.420268440639475,52.16699988364085,28.39243905584156,C,refrigerado,fragil,protocolo_1
A,34.82271388233753,42.92051176561839,40.1232892658892,26.0890186804664,D,ambiente,normal,protocolo_2
C,51.65594656774598,41.10181587793252,74.96878605990482,27.768859413829414,B,ambiente,normal,protocolo_2
C,57.94488002862666,62.42505072432002,53.51846189793083,22.551786421734462,B,refrigerado,fragil,protocolo_1
A,62.34319258254709,52.82171443139376,58.35603175603251,16.36156131303438,B,refrigerado,fragil,protocolo_1
A,44.959409355934625,56.386652731103844,30.283177532961243,30.64967484300734,D,ambiente,normal,protocolo_2
B,76.82485748061161,41.74941172336995,31.81721675140506,22.668070815896492,D,ambiente,fragil,protocolo_1
C,47.457852483517826,62.07759358690091,70.74273931802144,31.917793917846275,D,ambiente,normal,protocolo_2
B,33.27073083376335,47.88398472298804,40.26368563905088,27.108013192789162,D,ambiente,normal,protocolo_2
A,69.67909665538946,32.018079171452946,62.919710454358245,14.275794171542248,D,ambiente,normal,protocolo_2
B,23.522530112472595,63.02766621623462,35.023648387973886,23.349096406900983,B,ambiente,fragil,protocolo_1
C,13.038597699312895,41.52876649207394,79.42257054254043,24.29626793200395,B,refrigerado,fragil,protocolo_1
B,48.45358940376519,51.09191254272379,33.622701934277465,29.56445716034881,C,ambiente,normal,protocolo_2
B,68.0780768170725,34.66494275982261,63.68225468009837,16.832854177000556,B,ambiente,normal,protocolo_2
A,51.908953996698735,59.22974413151708,51.113954005253596,30.70842946901201,C,ambiente,fragil,protocolo_1
B,36.458700569288574,50.53549393325881,48.95950512083436,25.745207857150778,B,ambiente,normal,protocolo_2
B,46.718498945073215,37.8754183287469,56.51340772416375,23.703867667593094,B,ambiente,normal,protocolo_2
B,48.32878231216997,34.29333486501346,50.92559336602825,26.748595098217155,A,ambiente,normal,protocolo_2
C,59.70434690791745,48.5969917507632,38.42747811764314,23.861816112812416,B,refrigerado,fragil,protocolo_1
A,46.638818012792214,45.129551816318276,44.702310171396995,23.092931190608983,D,ambiente,normal,protocolo_2
C,50.58545422158464,48.37522594872274,52.935327324844636,30.436069792149414,A,ambiente,normal,protocolo_2
C,75.80894798514285,31.51773427214431,44.72314303862686,22.150492032472737,A,ambiente,normal,protocolo_2
B,40.64150594549046,60.15108199855204,58.02436681070611,29.737492103552782,B,ambiente,fragil,protocolo_1
B,37.47836277376982,64.80047959260685,43.603477151266524,27.026455086958116,C,ambiente,normal,protocolo_2
A,36.40321112635302,59.315998946194455,42.22121812181559,25.232279227807336,B,ambiente,normal,protocolo_2
C,53.57971480633437,75.00933121167203,45.540423494897716,29.25606177630017,D,refrigerado,fragil,protocolo_1
A,34.238487512432656,65.20033712426036,58.280613421711124,27.50438145528012,D,ambiente,normal,protocolo_2
C,48.11444828219566,51.09265747493208,41.71907495918322,23.91222383998351,B,refrigerado,fragil,protocolo_1
A,47.862954172570106,28.953240627380744,64.85130819301448,30.429748633229735,D,ambiente,normal,protocolo_2
C,40.58152954387581,51.59893948161864,53.13082475222813,33.18550432274824,A,ambiente,fragil,protocolo_1
A,54.57671705527116,81.97610821649923,32.45398135478932,17.435890823837344,C,ambiente,normal,protocolo_2
C,46.181841829636646,31.73980840060309,66.60825261177523,24.890822739020557,D,refrigerado,fragil,protocolo_1
A,53.60367121286947,42.264490291956506,44.610177969409825,28.872772872710957,A,ambiente,normal,protocolo_2
B,52.81236119925672,47.250175800511535,78.4872337777323,19.636952708039757,B,refrigerado,fragil,protocolo_1
C,26.087827888802245,57.72553243779801,25.66041772670504,28.706816268948653,C,ambiente,fragil,protocolo_1
A,53.229588562967756,29.622185946248464,49.833727434595176,16.311090060324215,A,ambiente,normal,protocolo_2
C,38.068284690311586,36.02496142479733,78.71078421807039,24.298463268629142,A,ambiente,normal,protocolo_2
B,33.512040255406575,37.58828228512628,13.96476035571844,29.361950474470554,A,ambiente,normal,protocolo_2
C,89.07663697873645,56.635749859479205,65.7662987022864,27.04769580751589,A,refrigerado,fragil,protocolo_1
B,58.52123268324093,67.62948583447982,46.48115014332573,30.033691299578173,C,ambiente,normal,protocolo_2
A,56.01939172747137,43.301042784188674,62.0570431181199,22.53234836659948,C,refrigerado,fragil,protocolo_1
B,66.5065384179039,74.36078244838197,22.094517189540813,13.261896901425139,A,ambiente,fragil,protocolo_1
B,78.57244140074098,70.96596891078705,45.606769425956706,25.464521948162822,A,ambiente,normal,protocolo_2
B,36.1881020052054,38.54937300293581,57.954704194429986,26.6758552047906,B,ambiente,normal,protocolo_2
B,53.387997754228266,36.86989812543645,76.8677399359679,23.2010270817391,B,ambiente,normal,protocolo_2
C,58.601687508819424,73.78809163951402,64.03934124144246,23.57837196061234,C,ambiente,normal,protocolo_2
B,48.65569250851954,38.06133542204323,47.47944619205705,19.02096619517092,D,ambiente,normal,protocolo_2
C,56.9570846485167,24.47328983735843,66.45867830609087,15.286078096566643,C,refrigerado,fragil,protocolo_1
A,59.34160380736883,75.15327751349656,34.5895765955415,23.478801278461624,A,ambiente,normal,protocolo_2
B,48.39400240939432,30.368487591507996,61.19701299574926,31.74004468294016,C,ambiente,normal,protocolo_2
C,38.27984590756069,38.00670668853392,62.2860063289476,33.0776068252216,D,ambiente,normal,protocolo_2
A,25.066885376930077,44.23316643650086,51.67839505516067,28.516925124965212,C,ambiente,normal,protocolo_2
B,46.68922277959867,41.465454633222734,52.821174099232636,19.09147107326594,C,ambiente,normal,protocolo_2
A,25.019887576437444,32.60710699902451,46.271995258785054,16.09299278605067,D,refrigerado,fragil,protocolo_1
A,44.410628956332395,48.55630542496981,63.91327757149137,25.521516960372306,A,ambiente,normal,protocolo_2
A,79.17110481338742,57.695956660458364,64.8796045648407,28.560464347859856,A,ambiente,normal,protocolo_2
C,42.212106277390845,53.276365581293504,30.251642646335316,19.480930941177697,A,ambiente,normal,protocolo_2
C,51.21052281459446,62.59905409567329,27.120452163753964,31.06212656370125,C,ambiente,normal,protocolo_2
C,77.89754059620059,51.999419064990526,45.30181383321087,26.236128689919386,A,ambiente,normal,protocolo_2
C,73.09974334901652,36.9008233637278,62.31018088992434,18.248096243776033,D,ambiente,fragil,protocolo_1
A,39.20007433187036,31.449670331823665,50.43190483870786,21.716683041483513,C,ambiente,normal,protocolo_2
A,63.10043296679551,59.36418169113766,75.89318068688362,9.577335059081747,D,ambiente,normal,protocolo_2
B,43.80746993165478,76.27977386269731,69.54342341595616,16.35932954239867,D,ambiente,normal,protocolo_2
A,49.270626554997655,50.60879363832884,45.43088456624578,28.8539496208291,A,ambiente,normal,protocolo_2
C,49.91145967622849,40.80935043068856,56.3694401248471,32.770104445837475,A,ambiente,normal,protocolo_2
B,35.34937817368662,56.75821249066665,68.70205839219675,24.420421314277146,B,ambiente,normal,protocolo_2
A,42.536592774810664,29.45221933783375,20.186680505701155,22.56688153554058,C,ambiente,normal,protocolo_2
B,71.61611736052717,66.99919852142897,50.78437252993113,31.275417625298548,B,refrigerado,fragil,protocolo_1
B,64.88880799370692,32.863539256878965,61.26404533076074,26.38801747329432,B,ambiente,fragil,protocolo_1
A,54.36745418844801,54.979967835632024,63.7726193407895,32.04104915057496,C,refrigerado,fragil,protocolo_1
C,53.67905665502993,59.14411063477774,62.9559480240962,22.054689257155236,B,ambiente,normal,protocolo_2
A,71.73442782990581,21.682371466134914,76.50418645302472,26.163235134316537,B,ambiente,fragil,protocolo_1
C,67.83952856460061,72.09637589479553,36.86073525974968,23.27320810553957,D,ambiente,normal,protocolo_2
C,61.149801065527996,64.42799046717533,60.96552657367248,27.651412347550853,B,ambiente,normal,protocolo_2
B,17.73185147877456,48.74366498681966,54.29522550860301,29.73146086694577,D,ambiente,normal,protocolo_2
A,61.96134295858321,55.24112986297071,49.078877676914765,21.388332631781623,D,ambiente,normal,protocolo_2
C,62.28915072584786,51.429475592433946,47.94812520216969,23.444714790267167,D,refrigerado,fragil,protocolo_1
C,38.9374028154358,60.74046861697809,43.41501741547994,16.363458836708844,C,refrigerado,fragil,protocolo_1
A,59.83951807581875,75.71071306593404,34.05503856916734,28.855015309109636,C,ambiente,fragil,protocolo_1
C,45.96598804772188,60.02967481857012,64.00365064261308,32.94535799007666,B,ambiente,normal,protocolo_2
C,46.69159192543616,46.12013399438792,60.934023118896796,22.58007415912795,C,ambiente,normal,protocolo_2
A,51.410441994093055,60.171374328808355,63.337007864531785,27.766140107134117,B,ambiente,normal,protocolo_2
B,27.583058072264226,43.60420094996626,56.47772427387514,25.340358139503632,A,ambiente,normal,protocolo_2
C,44.08506035036345,34.951289936492444,81.76780608881849,25.851390523939795,D,ambiente,normal,protocolo_2
C,24.416280329858107,74.74797360532533,43.1577041962981,34.76192036001156,B,ambiente,normal,protocolo_2
B,42.41778719340422,47.157689509867325,47.9929714899158,24.783142449434205,A,ambiente,fragil,protocolo_1
C,49.910544616227064,44.61869060565972,32.59180886614626,17.962465358469146,C,ambiente,normal,protocolo_2
C,51.53522989326001,35.71518485683458,32.17859743821134,21.62688280102371,C,ambiente,normal,protocolo_2
C,42.68493400806175,48.8607864410521,56.804207371462724,24.159173723040464,C,ambiente,normal,protocolo_2
A,64.39951769944662,48.197530967488646,24.165396168898546,27.152348009132695,C,ambiente,normal,protocolo_2
A,63.639932315701,60.0025161670201,52.07998370636334,23.453287856351217,D,ambiente,normal,protocolo_2
C,45.4503330453353,32.262053630123845,36.327689949844725,24.32170587110117,D,ambiente,fragil,protocolo_1
B,53.17814731337077,35.101919279526065,54.33997835603733,17.58587260541327,D,refrigerado,fragil,protocolo_1
A,43.86686220331164,40.78914633123156,52.982966510656,26.697718933800555,A,ambiente,normal,protocolo_2
A,58.243529229588894,32.358482006866375,54.88830317441727,33.25105499170323,B,ambiente,normal,protocolo_2
C,63.46999589213481,57.79913485590107,47.5615326100515,26.43095290846947,A,ambiente,fragil,protocolo_1
B,51.90580257509103,53.76130424925413,72.95291391632323,32.42206816930841,A,ambiente,fragil,protocolo_1
C,71.67686197204513,69.58186165518917,48.638005622507535,16.77733011385969,D,ambiente,normal,protocolo_2
C,66.97557077781119,27.910835624144525,57.302072035558126,31.239150691764927,A,ambiente,normal,protocolo_2
C,39.5617338311135,74.33922400778167,45.72201175422736,35.73430131317578,D,refrigerado,fragil,protocolo_1
A,63.8779397752904,44.37844903787243,31.326800340693907,32.67321820770855,A,ambiente,normal,protocolo_2
B,41.98012063714849,52.323515592471274,48.29099523235046,29.096118545609535,A,ambiente,fragil,protocolo_1
A,62.04594581773245,76.57034385208843,40.116796906385936,34.681385853864455,C,refrigerado,fragil,protocolo_1
B,39.907681373386325,42.855866142804246,24.100154404603668,27.203738479246457,B,refrigerado,fragil,protocolo_1
B,45.95166413482291,59.74219184742279,41.13081497797637,20.111507941442433,B,ambiente,fragil,protocolo_1
C,22.818955549819776,36.35146799418097,59.09551728924884,32.590569120003806,A,refrigerado,fragil,protocolo_1
B,57.14484272348209,56.668177596298335,46.27322839504924,25.2457105258915,B,ambiente,normal,protocolo_2
A,52.39864397474414,43.656982518759726,13.027872901750413,15.849856942981136,B,refrigerado,fragil,protocolo_1
A,62.93330529454673,40.10702954855076,59.21708716325777,22.8398399563084,A,ambiente,fragil,protocolo_1
B,40.48457299220996,55.16368303561672,39.22136261008995,36.26694335367373,D,ambiente,normal,protocolo_2
A,57.69373533333828,38.61372623734642,46.281200962074124,22.034811893944735,A,ambiente,normal,protocolo_2
A,54.95595826007095,66.60394540987905,54.99022686043804,34.73409365484649,D,refrigerado,fragil,protocolo_1
B,63.05893751445009,55.276565732274975,61.02688740915134,28.98244593722798,B,ambiente,fragil,protocolo_1
C,42.36471932836961,21.14669612543848,41.71380720106346,28.470469223232765,B,ambiente,normal,protocolo_2
B,28.764384635303994,53.96276805382025,85.13617705468886,27.938499766049038,D,ambiente,normal,protocolo_2
A,55.02721510924443,39.22480250349336,49.11359756839837,24.13829734189747,A,ambiente,normal,protocolo_2
C,51.284233416230194,36.18283288356295,61.58447967811102,24.454333781871213,B,ambiente,normal,protocolo_2
C,44.73892201913641,47.838938130417695,40.82376277214003,29.616166953245,A,refrigerado,fragil,protocolo_1
B,75.50398587372851,31.803825063448834,52.07526272311181,23.338562841487533,B,ambiente,fragil,protocolo_1
B,54.138412918231985,23.51071565877818,78.1370454174798,31.361761108662247,A,refrigerado,fragil,protocolo_1
A,35.56410657961775,60.13347747316481,66.90587791470648,19.842377764449342,D,ambiente,normal,protocolo_2
B,65.73409187913568,35.873640662179675,40.41396412757138,23.908029095243965,A,ambiente,normal,protocolo_2
A,70.06371857173701,50.73126115425962,71.83986833311384,24.39784185220807,B,ambiente,normal,protocolo_2
A,34.15955704714887,19.878670719358375,44.96543447428853,22.763255842859156,B,ambiente,normal,protocolo_2
C,56.8974879084824,51.508515601396596,47.55763783345142,21.39296758865365,A,ambiente,normal,protocolo_2
C,30.470359906060647,66.73290738636854,69.58923673879738,19.811623254952288,C,ambiente,normal,protocolo_2
A,32.4482646776344,46.28012283241292,62.05576268770259,21.000546609985406,B,ambiente,normal,protocolo_2
A,37.408579689812186,37.89803510555359,55.32529069141851,22.743582373076507,D,ambiente,fragil,protocolo_1
A,44.54480540563465,48.672581907177744,36.61719993714558,30.163474267816447,C,ambiente,normal,protocolo_2
A,42.376308927324736,55.265315621915136,46.418132587675345,17.944998652004195,A,refrigerado,fragil,protocolo_1
B,58.48295972508008,37.01025550507799,26.22286239100677,32.173101982274005,C,ambiente,fragil,protocolo_1
C,48.36395109496644,27.649522868112832,46.50596560211675,23.302848019465607,B,ambiente,normal,protocolo_2
C,44.81347693325119,50.93591956941992,29.528651494014376,18.816958560663668,D,ambiente,normal,protocolo_2
C,64.24479607811708,45.27077205283888,44.951129319159485,22.08455870729727,B,ambiente,normal,protocolo_2
B,70.07858045856474,56.02972880824724,50.44983886312353,28.97432839396658,D,refrigerado,fragil,protocolo_1
B,67.23166804281679,56.98496637790859,41.22687451201129,22.07963916132607,C,ambiente,normal,protocolo_2
B,28.657924562605295,33.76510846830894,52.05036907113713,27.340268888276896,B,refrigerado,fragil,protocolo_1
B,43.963675076778884,73.27563217678085,49.16528026264173,23.775473105309484,C,ambiente,normal,protocolo_2
B,61.91936897338626,55.08679067279271,63.153073602516294,29.39692454115189,D,refrigerado,fragil,protocolo_1
